Drug,Disease,Class,TC_HPO-SIM,TC_PHENO-SIM,SE-SIM_HPO-SIM,SE-SIM_PHENO-SIM,PPI-SIM_HPO-SIM,PPI-SIM_PHENO-SIM,HPO-SIM,PHENO-SIM,GO-SIM_HPO-SIM,GO-SIM_PHENO-SIM,TARGETSEQ-SIM_HPO-SIM,TARGETSEQ-SIM_PHENO-SIM
DB00794,600131,1,1,0.6565321643,1,0.3872983346,1,0.3490010815,124.2215762,124.2215762,1,0.8915001135,1,0.4269248521
DB00794,121201,1,0.9413084543,0.9067647006,0.9413084543,0.380058475,1,1,122.9064685,122.9064685,0.9769351011,0.9769351011,1,1
DB00794,300491,1,0.7905951099,0.6565321643,0.7905951099,0.3872983346,0.7905951099,0.3490010815,124.2215762,124.2215762,0.8915001135,0.8915001135,0.7905951099,0.4269248521
DB00794,132300,1,0.9395532172,0,0.9395532172,0,0.9395532172,0,114.0975927,0,0.9395532172,0,0.9395532172,0
DB00794,132100,1,0.8581169759,0,0.8581169759,0,0.8581169759,0,104.8623349,0,0.8581169759,0,0.8581169759,0
DB00794,607681,1,1,0.6565321643,1,0.3872983346,1,0.3490010815,124.2215762,124.2215762,1,0.8915001135,1,0.4269248521
DB00794,208700,1,0.9123525261,0.6123724357,0.9123525261,0.323137232,0.9123525261,0.3490010815,123.4422942,123.4422942,0.9123525261,0.8915001135,0.9123525261,0.4269248521
DB00754,217200,1,0.8164965809,0.8164965809,0.6653652273,0.461265604,1,1,214.2475204,214.2475204,0.962889185,0.962889185,1,1
DB00754,239350,1,0.8164965809,0.8164965809,0.6653652273,0.4034732924,1,1,214.2475204,214.2475204,0.962889185,0.962889185,1,1
DB00542,146255,1,0.9113223769,0.9113223769,0.7873866817,0.6246950476,1,1,128.066389,128.066389,1,1,1,1
DB00542,608622,1,0.9113223769,0.9113223769,0.7628682221,0.6393427282,1,1,128.1483515,128.1483515,1,1,1,1
DB00542,161900,1,0.9113223769,0.9113223769,0.7873866817,0.6393427282,1,1,128.2614517,128.2614517,1,1,1,1
DB00960,608622,1,0.914991422,0.914991422,0.7628682221,0.6382847385,1,1,266.7958021,266.7958021,1,1,1,1
DB00960,161900,1,0.914991422,0.914991422,0.7628682221,0.6382847385,1,1,273.5415873,273.5415873,1,1,1,1
DB00346,147530,1,0.910465468,0.910465468,0.5769312064,0.575313754,1,1,337.2106167,337.2106167,0.9954327778,0.9954327778,1,1
DB00346,600082,1,0.910465468,0.910465468,0.5769312064,0.575313754,1,1,331.4468283,331.4468283,0.9954327778,0.9954327778,1,1
DB00346,200170,1,0.910465468,0.910465468,0.575313754,0.575313754,1,1,331.5343119,331.5343119,0.9954327778,0.9954327778,1,1
DB00644,146110,1,0.7651445551,0,0.3149103646,0,0.4090489301,0,252.0872231,0,0.7494528273,0,0.8222828717,0
DB00993,266600,1,0.7081870805,0.6741998625,0.7081870805,0.5119921116,1,1,158.4140145,158.4140145,0.9593109251,0.9593109251,1,1
DB00993,254200,1,0.7328281088,0.7328281088,0.7167005989,0.3525058227,0.7167005989,0.2116798562,157.7117624,157.7117624,0.7776427534,0.7776427534,0.7167005989,0.2638759841
DB00993,160300,1,0.7437507198,0,0.7437507198,0,0.7437507198,0,120.8774444,0,0.7437507198,0,0.7437507198,0
DB00993,233810,1,0.6418943495,0.6020797289,0.6418943495,0.3906371751,0.6418943495,0.3490010815,158.2845539,158.2845539,0.7731355741,0.7731355741,0.6418943495,0.2638759841
DB00993,152700,1,0.799019693,0.4970501217,0.799019693,0.3525058227,0.799019693,0.3490010815,157.9271984,157.9271984,0.799019693,0.765173857,0.799019693,0.2638759841
DB00993,208920,1,0.7437507198,0.6020797289,0.7437507198,0.3906371751,0.7437507198,0.2116798562,157.9841764,157.9841764,0.7677482941,0.7677482941,0.7437507198,0.2313909007
DB00993,181000,1,0.7081870805,0.5291502622,0.7081870805,0.3015113446,0.7251023047,0.2116798562,158.2466429,158.2466429,0.7374788123,0.7374788123,0.7251023047,0.2673765151
DB00993,188030,1,0.799019693,0.5868938954,0.799019693,0.3730019233,0.8156453182,0.3490010815,157.9271984,157.9271984,0.799019693,0.7541385095,0.8156453182,0.2486742681
DB00993,126200,1,0.7167005989,0.7071067812,0.7167005989,0.3418817294,0.7167005989,0.3490010815,158.0094934,158.0094934,0.7529140649,0.7529140649,0.7167005989,0.215368626
DB00384,600351,1,0.6108472218,0.6108472218,0.6098055999,0.4472135955,0.6875637866,0.3490010815,184.4125809,184.4125809,0.8749572382,0.8749572382,0.6875637866,0.218294744
DB00384,215140,1,0.7687061148,0.7687061148,0.6443012305,0.4629100499,1,1,184.3746186,184.4586675,0.891071439,0.891071439,1,1
DB00384,203700,1,0.6980752255,0.4760952286,0.6980752255,0.4472135955,0.6980752255,0.3490010815,183.8178446,183.8178446,0.8673562127,0.8673562127,0.6980752255,0.2129442187
DB00384,208300,1,0.7687061148,0.7687061148,0.6980752255,0.4472135955,1,1,184.2471167,184.2471167,0.891071439,0.891071439,1,1
DB00654,161900,1,0.8892118276,0.8892118276,0.5835495801,0.5075192189,1,1,360.2277058,360.2277058,1,1,1,1
DB00654,137750,1,0.9411781121,0.8892118276,0.9411781121,0.5075192189,1,1,359.6206334,359.6206334,1,1,1,1
DB00654,137760,1,0.9411781121,0.8892118276,0.9411781121,0.5075192189,1,1,359.6206334,359.6206334,1,1,1,1
DB00654,601682,1,0.905181708,0.8892118276,0.905181708,0.5075192189,1,1,359.6206334,359.6206334,1,1,1,1
DB00218,208550,1,0.938401308,0.938401308,0.6454972244,0.6454972244,1,1,290.9845357,290.9845357,0.9304026514,0.9304026514,1,1
DB00162,115300,1,0.8021818887,0,0.8021818887,0,0.8021818887,0,325.9563864,0,0.8036906684,0,0.8021818887,0
DB00162,277350,1,0.8021818887,0,0.8021818887,0,0.8021818887,0,259.6489633,0,0.8021818887,0,0.8021818887,0
DB00844,147530,1,0.919866211,0.919866211,0.5388159061,0.5388159061,1,1,357.3695566,357.3695566,1,1,1,1
DB01033,266600,1,0.9474485239,0.6741998625,0.9474485239,0.5119921116,1,1,340.6655251,340.6655251,0.9593109251,0.9593109251,1,1
DB01033,247640,1,0.8754629988,0.5773502692,0.8754629988,0.4658123357,0.8754629988,0.3490010815,340.7227612,340.7227612,0.8754629988,0.85310298,0.8754629988,0.2487787384
DB01033,109543,1,0.8754629988,0.5640760748,0.8754629988,0.4216370214,0.8754629988,0.3490010815,338.4198576,338.4198576,0.8754629988,0.85310298,0.8754629988,0.2450361899
DB01033,151400,1,0.8734508546,0.5380275868,0.8734508546,0.3570949153,0.8734508546,0.3490010815,296.362379,220.5107707,0.8734508546,0.85310298,0.8734508546,0.211549543
DB01033,191390,1,0.9474485239,0.4120816918,0.9474485239,0.2767593624,0.9474485239,0.2116798562,340.6347017,340.6347017,0.9474485239,0.7545575603,0.9474485239,0.2554275141
DB00571,140850,1,0.716439417,0,0.716439417,0,0.716439417,0,254.50949,0,0.716439417,0,0.716439417,0
DB00571,608622,1,0.914991422,0.914991422,0.7747372054,0.5625439505,1,1,353.0042493,353.0042493,1,1,1,1
DB00571,161900,1,0.914991422,0.914991422,0.7628682221,0.5625439505,1,1,353.0453229,353.0453229,1,1,1,1
DB00571,190300,1,0.879049073,0.879049073,0.6658000748,0.5024213217,1,1,325.2337621,325.2337621,0.9793001481,0.9793001481,1,1
DB00571,300125,1,0.9765278554,0.6519202405,0.9765278554,0.5033222957,0.9765278554,0.3490010815,353.0042493,353.0042493,0.9849513239,0.9849513239,0.9765278554,0.6863014281
DB00571,157300,1,0.9765278554,0.6679474876,0.9765278554,0.5033222957,1,1,353.0467391,353.0467391,0.9849513239,0.9849513239,1,1
DB00571,110100,1,0.879049073,0.879049073,0.5726148461,0.5395732022,1,1,328.4143724,328.4143724,0.9793001481,0.9793001481,1,1
DB00571,171300,1,0.7747372054,0.7328281088,0.7747372054,0.5123475383,1,1,278.2337147,278.2337147,0.974463041,0.974463041,1,1
DB00571,157700,1,0.879049073,0.879049073,0.6670969563,0.5395732022,1,1,331.6413726,331.6413726,0.9793001481,0.9793001481,1,1
DB00571,115000,1,0.8514693183,0.8514693183,0.7605120022,0.4353647708,0.770467147,0.3490010815,352.9957507,352.9957507,0.9308277223,0.9308277223,0.770467147,0.2398070248
DB00524,608622,1,0.8621155626,0.8621155626,0.7628682221,0.5911975669,1,1,343.0349836,343.0349836,0.9733866197,0.9733866197,1,1
DB00524,161900,1,0.8621155626,0.8621155626,0.7628682221,0.5911975669,1,1,343.0772508,343.0772508,0.9733866197,0.9733866197,1,1
DB00524,215140,1,0.892915056,0.892915056,0.5684890623,0.5567764363,1,1,342.93877,342.9839646,0.941840878,0.941840878,1,1
DB01129,109350,1,0.9270248109,0.9270248109,0.7366878176,0.6433921731,1,1,114.0263128,114.0263128,1,1,1,1
DB01129,190310,1,0.9270248109,0.9270248109,0.6941215128,0.6433921731,1,1,114.0263128,114.0263128,1,1,1,1
DB01129,600263,1,0.9270248109,0.9270248109,0.7366878176,0.6433921731,1,1,114.0263128,114.0263128,1,1,1,1
DB00500,165720,1,0.8663367227,0.8043996665,0.8663367227,0.5705974022,1,1,133.7647188,133.7647188,1,1,1,1
DB00500,607459,1,0.8043996665,0.8043996665,0.5705974022,0.5705974022,1,1,133.7647188,133.7647188,1,1,1,1
DB00500,607850,1,0.8767268274,0.8043996665,0.8767268274,0.5705974022,1,1,133.7647188,133.7647188,1,1,1,1
DB00500,140600,1,0.8767268274,0.8043996665,0.8767268274,0.5705974022,1,1,133.7647188,133.7647188,1,1,1,1
DB00500,208230,1,0.8137546657,0.8043996665,0.8137546657,0.5705974022,1,1,133.7647188,133.7647188,1,1,1,1
DB01030,182280,1,0.7462988847,0.7462988847,0.7188443345,0.5451081151,0.8123816901,0.5754055066,349.4781824,349.4781824,0.8615227527,0.8615227527,0.8123816901,0.2280531661
DB01030,276300,1,0.8810878444,0.8810878444,0.7188443345,0.5912643199,1,1,349.4781824,349.4781824,1,1,1,1
DB00313,104130,1,0.7512521201,0.5547001962,0.7512521201,0.548529813,0.7512521201,0.5754055066,343.525836,343.525836,0.8658483458,0.8658483458,0.876950891,0.876950891
DB00313,217200,1,0.7512521201,0.5872202195,0.7512521201,0.5935752743,1,1,343.4617883,343.4617883,0.8700192658,0.8700192658,1,1
DB00313,239350,1,0.7283102672,0.5316095331,0.7283102672,0.5935752743,0.7283102672,0.3490010815,343.4617883,343.4617883,0.8615010536,0.8615010536,0.876950891,0.876950891
DB00313,300125,1,0.9765278554,0.4928053803,0.9765278554,0.5427463896,0.9765278554,0.2116798562,343.4850797,343.4850797,0.9765278554,0.8559207147,0.9765278554,0.2373053166
DB00313,157300,1,0.9765278554,0.6373774392,0.9765278554,0.5600179209,1,1,343.528747,343.528747,0.9765278554,0.8704524413,1,1
DB00313,181500,1,0.7677867122,0.469041576,0.7677867122,0.5896919751,0.7677867122,0.3490010815,343.5025473,343.5025473,0.8650001421,0.8650001421,0.876950891,0.876950891
DB00313,605055,1,0.8263242333,0.4822428222,0.8263242333,0.5432730723,0.8263242333,0.2116798562,343.4836241,343.4836241,0.8517608995,0.8517608995,0.8263242333,0.2227989712
DB00313,104300,1,0.8684739281,0.4822428222,0.8684739281,0.5432730723,0.8684739281,0.2116798562,343.4836241,343.4836241,0.8684739281,0.8517608995,0.8684739281,0.2227989712
DB00313,125320,1,0.8684739281,0.5345224838,0.8684739281,0.5432730723,0.8684739281,0.3490010815,343.522925,343.522925,0.8684739281,0.8517608995,0.8684739281,0.2268421809
DBX00734,608033,1,0.7414033544,0.7122123116,0.7414033544,0.3461439992,1,1,298.1597607,238.2603618,0.9587423967,0.9587423967,1,1
DBX00734,137580,1,0.8053872663,0.8053872663,0.765173479,0.5683985601,1,1,355.6655733,355.6655733,0.9893689152,0.9893689152,1,1
DBX00734,300494,1,0.765173479,0.5307448924,0.765173479,0.2932358456,0.765173479,0.5754055066,284.9196341,169.4491074,0.9072334064,0.9072334064,0.765173479,0.2396439373
DBX00734,225740,1,0.7818163702,0.7122123116,0.7818163702,0.3461439992,1,1,347.6017837,347.6017837,0.9587423967,0.9587423967,1,1
DBX00734,260970,1,0.773497869,0.7122123116,0.773497869,0.3461439992,1,1,279.4498455,238.2603618,0.9587423967,0.9587423967,1,1
DBX00734,225755,1,0.7818163702,0.7122123116,0.7818163702,0.3461439992,1,1,279.1343364,238.2603618,0.9587423967,0.9587423967,1,1
DB00734,181500,1,0.9393364366,0.9393364366,0.7650265108,0.7132629516,1,1,358.0991483,358.0991483,0.9923665932,0.9923665932,1,1
DBX00734,182830,1,0.7294593745,0.717430054,0.7294593745,0.4552784654,1,1,355.6655733,355.6655733,0.9730433689,0.9730433689,1,1
DB00814,133690,1,0.7185498583,0.6546536707,0.7185498583,0.5886941876,1,1,338.3459768,338.3459768,1,1,1,1
DB00814,165720,1,0.8663367227,0.7453559925,0.8663367227,0.6017615738,1,1,338.3459768,338.3459768,1,1,1,1
DB00814,607459,1,0.7453559925,0.7453559925,0.6017615738,0.6017615738,1,1,338.3459768,338.3459768,1,1,1,1
DB00814,607850,1,0.8767268274,0.7453559925,0.8767268274,0.6017615738,1,1,338.3459768,338.3459768,1,1,1,1
DB00814,140600,1,0.8767268274,0.7453559925,0.8767268274,0.6017615738,1,1,338.3459768,338.3459768,1,1,1,1
DB00814,208230,1,0.8137546657,0.7453559925,0.8137546657,0.6017615738,1,1,338.3459768,338.3459768,1,1,1,1
DB00982,601626,1,0.8383845132,0.541390292,0.8383845132,0.5192587309,0.7356280613,0.3490010815,359.0417803,359.0417803,0.7995503329,0.7838837407,0.7356280613,0.2421492814
DB00982,604416,1,1,1,1,1,0.7356280613,0.5754055066,359.9305489,359.9305489,0.9744407028,0.9744407028,0.7356280613,0.5192951013
DBX01238,181500,1,0.8366600265,0.8366600265,0.7630953443,0.6162463136,1,1,357.941336,357.941336,0.9998302902,0.9998302902,1,1
DB01238,164230,1,0.7653197278,0.7653197278,0.7630953443,0.6133749063,1,1,357.8966331,357.8966331,0.9998302902,0.9998302902,1,1
DB00282,114480,1,0.7553323119,0.6229443807,0.7553323119,0.5088851967,0.7553323119,0.3490010815,155.5152726,155.5152726,0.775499456,0.775499456,0.7553323119,0.2446361784
DB00282,166710,1,0.9867543821,0.9867543821,0.8105930938,0.5402118045,1,1,155.1128621,155.1128621,1,1,1,1
DB00282,143880,1,0.7647912528,0.7647912528,0.6462387493,0.6462387493,1,1,154.8450839,154.8450839,0.9840924209,0.9840924209,1,1
DB00282,102500,1,0.9867543821,0.9867543821,0.7683443653,0.6462387493,1,1,155.4959807,155.4959807,1,1,1,1
DB00282,276300,1,0.7989354619,0.7989354619,0.7153385066,0.6462387493,1,1,155.5345621,155.5345621,0.9840924209,0.9840924209,1,1
DB00282,102400,1,0.8105930938,0,0.8105930938,0,0.8105930938,0,125.7334148,0,0.8105930938,0,0.8105930938,0
DB00282,254500,1,0.7647912528,0.7647912528,0.7497082817,0.6462387493,1,1,155.627761,155.627761,0.9840924209,0.9840924209,1,1
DB00282,167320,1,0.9867543821,0.9867543821,0.6462387493,0.6462387493,1,1,155.6406117,155.6406117,0.9840924209,0.9840924209,1,1
DB00282,166300,1,0.7713448077,0.6523280731,0.7713448077,0.4098035277,0.7713448077,0.2116798562,154.9128787,154.9128787,0.7713448077,0.7061286546,0.7713448077,0.217354503
DB01623,181500,1,0.7613869876,0.7613869876,0.6537731677,0.6537731677,1,1,349.3207695,349.3207695,0.986687727,0.986687727,1,1
DB00364,109350,1,0.6941215128,0.6666666667,0.6941215128,0.1810714921,0.6941215128,0.2116798562,287.1358563,287.1358563,0.8237162234,0.8237162234,0.6941215128,0.2133992193
DB00364,161900,1,0.6666666667,0.6666666667,0.5580334217,0.1924500897,0.5580334217,0.3490010815,287.1689398,287.1689398,0.8751816854,0.8751816854,0.5580334217,0.2582608783
DB00364,190310,1,0.6941215128,0.6201736729,0.6941215128,0.1951800146,0.6941215128,0.3490010815,287.1358563,287.1358563,0.8184767673,0.8184767673,0.6941215128,0.2077561862
DB00695,146255,1,0.8217814036,0.8217814036,0.7937857682,0.5049555225,1,1,281.5865764,281.5865764,0.9123136858,0.9123136858,1,1
DB00695,143880,1,0.7416455547,0.6201736729,0.7416455547,0.4323022622,0.7416455547,0.2116798562,281.2401109,281.2401109,0.7416455547,0.6767577957,0.7416455547,0.217354503
DB00695,608622,1,0.8276058886,0.8276058886,0.7628682221,0.5132649026,1,1,289.9810339,289.9810339,0.9243486862,0.9243486862,1,1
DB00695,161900,1,0.8548890022,0.8276058886,0.8548890022,0.5132649026,1,1,289.9810339,289.9810339,0.9243486862,0.9243486862,1,1
DB00695,600351,1,0.8217814036,0.8217814036,0.6875637866,0.4746113912,1,1,281.5315258,281.5315258,0.9243486862,0.9243486862,1,1
DB00695,215140,1,0.8217814036,0.8217814036,0.7055268555,0.5132649026,1,1,281.5066607,281.5617161,0.9345938617,0.9345938617,1,1
DB00695,256370,1,0.8548890022,0.8217814036,0.8548890022,0.4142434467,1,1,281.5066607,281.5066607,0.9243486862,0.9243486862,1,1
DB00695,203700,1,0.8217814036,0.8217814036,0.7416455547,0.4142434467,1,1,276.2010138,276.2010138,0.8955574857,0.8955574857,1,1
DB00695,208300,1,0.8217814036,0.8217814036,0.6980752255,0.4746113912,1,1,281.4231689,281.4231689,0.9220721823,0.9220721823,1,1
DB00695,166300,1,0.8217814036,0.8217814036,0.7346712308,0.4142434467,1,1,281.2774431,281.2774431,0.9123136858,0.9123136858,1,1
DB00470,109100,1,0.7328281088,0.7328281088,0.4267669969,0.3348873433,0.3031569845,0.1283903228,334.904464,334.904464,0.7398097778,0.681109317,0.3485604267,0.1951625121
DB01261,600496,1,0.9251831987,0.7928249672,0.9251831987,0.517147813,0.9251831987,0.3490010815,208.4610275,208.4610275,0.9251831987,0.7769063699,0.9251831987,0.2171966257
DB01261,125851,1,0.9251831987,0.7928249672,0.9251831987,0.517147813,0.9251831987,0.3490010815,208.4610275,208.4610275,0.9251831987,0.7769063699,0.9251831987,0.2171966257
DB01261,125853,1,0.8748649186,0.7928249672,0.8748649186,0.517147813,0.8748649186,0.3490010815,208.4610275,208.4610275,0.8748649186,0.7769063699,0.8748649186,0.2171966257
DB01261,125850,1,0.9179349594,0.7928249672,0.9179349594,0.517147813,0.9179349594,0.3490010815,208.4610275,208.4610275,0.9179349594,0.7769063699,0.9179349594,0.2171966257
DB00564,128101,1,0.7288718515,0.4423258685,0.7288718515,0.5228936044,0.782006724,0.2116798562,257.0298101,105.9150603,0.7692987502,0.7692987502,0.782006724,0.1846333474
DB00564,104130,1,0.7192964841,0.6158817621,0.7192964841,0.548529813,1,1,289.3976503,289.3976503,1,1,1,1
DB00564,190400,1,0.7805729829,0.5,0.7805729829,0.5228936044,0.8205591974,0.2116798562,289.3371736,289.3371736,0.8185347122,0.7955928913,0.8205591974,0.1846333474
DB00564,181500,1,0.7602177528,0.6179143807,0.7602177528,0.548529813,0.7663065949,0.2116798562,289.3700054,289.3700054,0.8645649994,0.8645649994,0.876950891,0.876950891
DB00564,102300,1,0.7805729829,0.6294651818,0.7805729829,0.5132473271,0.7986961521,0.3490010815,289.2490277,289.2490277,0.8559246827,0.8559246827,0.7986961521,0.3678384483
DB00564,165199,1,0.7083217178,0.6123724357,0.7083217178,0.5198752449,1,1,289.2490277,289.2490277,1,1,1,1
DB00959,109100,1,0.9219721262,0.7328281088,0.9219721262,0.3348873433,0.9219721262,0.1283903228,353.2548655,353.2548655,0.9219721262,0.7404092339,0.9219721262,0.1888416875
DB00959,146850,1,0.9219721262,0,0.9219721262,0,0.9219721262,0,325.6911394,0,0.9219721262,0,0.9219721262,0
DB00959,208550,1,0.9591663047,0.9591663047,0.7801678094,0.7201782532,1,1,358.1522023,358.1522023,1,1,1,1
DB00959,276300,1,0.9591663047,0.9591663047,0.7201782532,0.7201782532,0.7600525296,0.5754055066,358.1563904,358.1563904,0.8803674908,0.8803674908,0.7600525296,0.3579410828
DB00959,147540,1,0.9393364366,0.9393364366,0.7454893529,0.6747734056,1,1,356.1081296,356.1081296,1,1,1,1
DB00959,140600,1,0.8246211251,0.8246211251,0.6800144713,0.4330127019,0.7491297317,0.5754055066,358.1815182,358.1815182,0.8561383014,0.8561383014,0.7491297317,0.3653305126
DB00619,247640,1,0.8611022757,0.7961173387,0.8611022757,0.599096385,0.8611022757,0.5754055066,200.2773078,200.2773078,0.9498167038,0.9498167038,0.8611022757,0.4459811787
DB00619,276300,1,0.8264323962,0.7961173387,0.8264323962,0.599096385,0.8264323962,0.5754055066,200.2123872,200.2123872,0.9498167038,0.9498167038,0.8264323962,0.4459811787
DB00619,131440,1,0.8611022757,0,0.8611022757,0,0.8611022757,0,180.2480093,0,0.8611022757,0,0.8611022757,0
DB00619,607685,1,0.7753892776,0,0.7753892776,0,0.7753892776,0,156.8886692,0,0.7753892776,0,0.7753892776,0
DB00647,147530,1,0.8382736443,0.8382736443,0.4905114716,0.4905114716,1,1,360.2179896,360.2179896,1,1,1,1
DB00882,270960,1,0.6343592114,0,0.3191865377,0,0.7774884385,0,18.09390081,0,0.7774884385,0,0.7774884385,0
DB00704,103780,1,0.7174787916,0.690596175,0.4053833548,0.4053833548,0.621931556,0.2116798562,312.6147789,312.6147789,0.929120617,0.929120617,1,1
DB00995,134750,1,0.5413153164,0,0.3608857358,0,0.4643207287,0,290.5295622,0,0.6910964723,0,0.2206362869,0
DB00783,114480,1,0.8583950753,0.8583950753,0.8288730203,0.5798496327,1,1,348.0071838,348.0071838,0.9900883089,0.9900883089,1,1
DB00783,102500,1,0.9847319278,0.9847319278,0.6576614721,0.5798496327,1,1,347.9985632,347.9985632,1,1,1,1
DB00783,176807,1,0.8596470854,0.7006490497,0.8288730203,0.5798496327,0.872975742,0.5754055066,347.9985632,347.9985632,0.9900883089,0.9900883089,0.872975742,0.3767443115
DB00783,215470,1,0.9847319278,0.9847319278,0.6682110172,0.5798496327,1,1,347.9985632,347.9985632,1,1,1,1
DB00783,311360,1,0.9847319278,0.9847319278,0.6682110172,0.5798496327,1,1,347.9985632,347.9985632,1,1,1,1
DB00588,208550,1,0.9111469032,0.9111469032,0.8710448196,0.6168369354,0.8710448196,0.5754055066,223.5128632,223.5128632,0.9145509688,0.9145509688,0.8710448196,0.2325169461
DB00588,600807,1,0.9111469032,0.9111469032,0.8710448196,0.6168369354,0.8710448196,0.5754055066,223.4524558,223.4524558,0.9145509688,0.9145509688,0.8710448196,0.2325169461
DB01018,143465,1,0.7071067812,0.7071067812,0.6703241869,0.5481953436,1,1,304.1693607,304.1693607,0.9720929838,0.9720929838,1,1
DB01018,608622,1,0.7888106377,0.7888106377,0.7628682221,0.5750727445,1,1,304.2498973,304.2498973,0.9720929838,0.9720929838,1,1
DB01018,161900,1,0.7888106377,0.7888106377,0.7628682221,0.5750727445,1,1,304.2975517,304.2975517,0.9720929838,0.9720929838,1,1
DB00694,247640,1,0.9801960588,0.9801960588,0.8815374283,0.5285164226,1,1,359.0626686,359.0626686,1,1,1,1
DB00694,276300,1,0.9271726499,0.9271726499,0.8264323962,0.5310850045,1,1,359.0264614,359.0264614,1,1,1,1
DB00694,601626,1,0.9801960588,0.9801960588,0.8815374283,0.5285164226,1,1,359.0417803,359.0417803,1,1,1,1
DB00694,148000,1,0.8003905297,0.8003905297,0.7948787409,0.4739932526,0.8131904213,0.3490010815,300.1140992,284.246372,0.8277236086,0.8277236086,0.8131904213,0.179407414
DB00694,223350,1,0.9801960588,0.9801960588,0.8038627799,0.5285164226,1,1,346.8414623,346.8414623,1,1,1,1
DB01013,151590,1,0.9026709338,0.9026709338,0.3554906839,0.3554906839,1,1,339.8617366,339.8617366,1,1,1,1
DB00563,114480,1,0.8893494745,0.7569898994,0.8893494745,0.5021395049,0.8893494745,0.5754055066,334.3964713,334.3964713,0.8893494745,0.8652069395,0.8893494745,0.2472833197
DB00563,247640,1,0.8863253076,0.7822661302,0.8863253076,0.5021395049,0.8863253076,0.3490010815,338.3962175,338.3962175,0.8863253076,0.8093734473,0.8863253076,0.241362545
DB00563,182280,1,0.8539063016,0.7462988847,0.8539063016,0.4685212857,0.8539063016,0.3490010815,329.0744597,329.0744597,0.8539063016,0.7524112817,0.8539063016,0.2280531661
DB00563,236000,1,0.8863253076,0.7805097067,0.8863253076,0.5021395049,0.8863253076,0.3490010815,338.3962175,338.3962175,0.8863253076,0.8093734473,0.8863253076,0.2268745463
DB00563,276300,1,0.8593378488,0.8593378488,0.834182106,0.5021395049,0.834182106,0.5754055066,338.3962175,338.3962175,0.9275199492,0.9275199492,0.834182106,0.2875410604
DB00563,254400,1,0.7363540537,0.7363210405,0.7363540537,0.4404490675,0.7363540537,0.3490010815,328.8920796,328.8920796,0.7612386811,0.7612386811,0.7363540537,0.2248568173
DB00563,151590,1,0.922842413,0.5630925064,0.922842413,0.457175031,0.922842413,0.3490010815,338.6916001,338.6916001,0.922842413,0.7495120953,0.922842413,0.2875410604
DB00563,601626,1,0.9196137548,0.752505854,0.9196137548,0.5021395049,0.9196137548,0.3490010815,329.0911728,329.0911728,0.9196137548,0.7524112817,0.9196137548,0.2268745463
DB00563,268220,1,0.8379465408,0.752505854,0.8379465408,0.5021395049,0.8379465408,0.2116798562,328.8935998,328.8935998,0.8379465408,0.7524112817,0.8379465408,0.2173239255
DB00563,233810,1,0.6984302958,0.6984302958,0.6660509358,0.4011123148,0.6660509358,0.3490010815,328.9924011,328.9924011,0.7677482941,0.7677482941,0.6660509358,0.2865762069
DB00563,109543,1,0.9196137548,0.7805097067,0.9196137548,0.4907521741,0.9196137548,0.3490010815,338.3962175,338.3962175,0.9196137548,0.8093734473,0.9196137548,0.2313909007
DB00563,133239,1,0.922842413,0,0.922842413,0,0.922842413,0,312.5589735,0,0.922842413,0,0.922842413,0
DB00563,114500,1,0.9237118316,0.8911327887,0.9237118316,0.4552514536,0.9237118316,0.5754055066,329.0273545,329.0273545,0.9237118316,0.8652069395,0.9237118316,0.2472833197
DB00563,273300,1,0.7922438538,0.7805097067,0.7922438538,0.4685212857,0.7922438538,0.2116798562,329.0744597,329.0744597,0.7922438538,0.7568008975,0.7922438538,0.2173239255
DB00563,231090,1,0.7459376993,0.5345224838,0.7459376993,0.3057089203,0.7459376993,0.2116798562,248.7351108,86.66602564,0.7459376993,0.6902539573,0.7459376993,0.2482388043
DB00563,208920,1,0.6522936339,0.6020797289,0.6522936339,0.3906371751,0.6522936339,0.2116798562,280.8558785,157.9841764,0.7677482941,0.7677482941,0.6522936339,0.2313909007
DB00563,246470,1,0.8425296692,0.752505854,0.8425296692,0.4907521741,0.8425296692,0.3490010815,285.1088532,259.2720579,0.8425296692,0.7769082956,0.8425296692,0.2268745463
DB00563,223350,1,0.8038627799,0.7547319081,0.8038627799,0.4907521741,0.8038627799,0.3490010815,338.6916001,338.6916001,0.8065244459,0.8065244459,0.8038627799,0.2306879228
DB00563,137215,1,0.7725149461,0.7356469742,0.7725149461,0.5021395049,0.7725149461,0.5754055066,329.0273545,329.0273545,0.8652069395,0.8652069395,0.7725149461,0.2472833197
DB00563,259500,1,0.8911327887,0.8911327887,0.8379465408,0.5021395049,0.8379465408,0,328.9468042,328.9468042,0.8652069395,0.8652069395,0.8379465408,0.2472833197
DB00563,109800,1,0.9237118316,0.6837634588,0.9237118316,0.5021395049,0.9237118316,0,328.8935998,328.8935998,0.9237118316,0.7524112817,0.9237118316,0.1789340469
DB00232,215140,1,0.918072515,0.918072515,0.5567764363,0.5567764363,1,1,249.4313533,249.4934869,0.9671504483,0.9671504483,1,1
DB01403,147530,1,0.7669649888,0.7669649888,0.3333333333,0.3333333333,1,1,270.1814205,270.1814205,0.9781784255,0.9781784255,1,1
